"","Date","title"
"534"," 2/21","[問題] 想請問一首HipHop歌曲?算很常聽到.."
"535"," 2/22","[情報] DJ YAS 2/26 @ Party Room"
"536"," 2/22","[問題] 哪還買的到twista的kamikaze阿?"
"537"," 2/22","[公告] 社課"
"538"," 2/23","Re: [公告] 社課"
"539"," 2/23","怎麼沒人討論Street's Disciple"
"540"," 2/23","[問題]可以推薦一下國語嘻哈嗎"
"541"," 2/23","Re: 怎麼沒人討論Street's Disciple"
"542"," 2/24","Re: [問題]可以推薦一下國語嘻哈嗎"
"543"," 2/25","[問題]兩句有關Kobe的詞"
"544"," 2/26","[問題] 絕地戰警2裡的主打"
"545"," 2/27","我成立的家族~~~ Steven`s Street Talk"
"546"," 2/27","Re: [問題] 絕地戰警2裡的主打"
"547"," 2/27","Re: [問題] 哪還買的到twista的kamikaze阿?"
"548"," 2/27","Re: [問題] 想請問一首HipHop歌曲?算很常聽到.."
"549"," 2/27","Re: 請問各為HIP HOP先進"
"550"," 2/27","[問題] 請問這首歌"
"551"," 2/28","[情報] 東華大學幾個熱愛嘻哈和party的人舉辦的party活動"
"552"," 3/02","[問題] 請問fabolous的歌詞哪裡找"
"553"," 3/02","可以推薦拳擊有氧的音樂嗎"
"554"," 3/02","魔立宏 ft. Usher ft. Ciara 新歌 the remix!!"
"555"," 3/02","Re: 請問各為HIP HOP先進"
"556"," 3/02","[心得] Ray 電影原聲帶"
"557"," 3/03","Re: [問題] 請問fabolous的歌詞哪裡找"
"558"," 3/03","Re: 魔立宏 ft. Usher ft. Ciara 新歌 the remix!!"
"559"," 3/03","[問題] 請問!!!電影:HONEY"
"560"," 3/03","Re: [情報] 東華大學幾個熱愛嘻哈和party的人舉辦 …"
"561"," 3/03","[公告] 嘻研社開張"
"562"," 3/03","[問題] 關於BEATBOX"
"563"," 3/04","麗紅！化身""勞。凱力宏"" 最新力作！！"
"564"," 3/05","打廣告"
"565"," 3/05","Re: 麗紅！化身""勞。凱力宏"" 最新力作！！"
"566"," 3/06","各位同學們"
"567"," 3/06","Re: 各位同學們"
"568"," 3/07","Re: [公告] 嘻研社開張"
"569"," 3/07","[情報] 五十扇新專輯--The Massacre大屠殺"
"570"," 3/08","請問他們算有名嗎"
"571"," 3/08","社課心得"
"572"," 3/08","Re: 社課心得"
"573"," 3/08","Re: 社課心得"
"574"," 3/09","<請益> 找一首惡搞歌"
"575"," 3/10","Re: [心得] Ray 電影原聲帶"
"576"," 3/12","[問題] 有比較簡單的饒舌歌嗎???"
"577"," 3/12","[請益]想問一首歌 "
"578"," 3/12","[轉錄][情報] when naomi meets hotel costes........."
"579"," 3/12","社團聚會"
"580"," 3/12","[問題] 新手一問"
"581"," 3/12","Re: 社課心得"
"582"," 3/12","[情報] 3/18  at  luxy"
"583"," 3/13","[問題] 請問"
"584"," 3/13","Re: 社團聚會"
"585"," 3/13","Re: [問題] 請問"
"586"," 3/13","[廣告]賣一些cd....."
"587"," 3/14","怪怪的"
"588"," 3/14","[問題] 想找一首歌"
"589"," 3/14","Re: [問題] 想找一首歌"
"590"," 3/14","Re: [問題] 想找一首歌"
"591"," 3/15","Re: [問題] 想找一首歌"
"592"," 3/16","Re: 怪怪的"
"593"," 3/16","[廣告] 拍賣魔人一鞠躬"
"594"," 3/16","[情報] 映象唱片Hip Hop新發行-TRU / THE TRU …"
"595"," 3/16","Re: [問題] 想找一首歌"
"596"," 3/16","[問題] Wu tang-Gravel pit"
"597"," 3/16","[問題] 請教一下Eminem的問題~~~~"
"598"," 3/16","[問題] snoop doggy dog的what's my name"
"599"," 3/17","問Erick Sermon"
"600"," 3/17","[廣告]原味九十_空中留言版"
"601"," 3/18","[問題] 大哉問!"
"602"," 3/18","Lil Jigga"
"603"," 3/18","[樂評] The Definitive Ray Charles"
"604"," 3/18","台大椰風搖滾社春吶專車"
"605"," 3/19","[公告] 社團聚會"
"606"," 3/20","可以推薦我""饒舌""的專輯嗎?"
"607"," 3/20","Re: 可以推薦我""饒舌""的專輯嗎?"
"608"," 3/20","[問題] 高雄人請進!!"
"609"," 3/20","Re: [問題] 高雄人請進!!"
"610"," 3/21","Re: 可以推薦我""饒舌""的專輯嗎?"
"611"," 3/21","Re: 可以推薦我""饒舌""的專輯嗎?"
"612"," 3/21","Re: 可以推薦我""饒舌""的專輯嗎?"
"613"," 3/22","[問題] 50CENT跟THE GAME現在是在幹嘛？"
"614"," 3/22","Re: [問題] 50CENT跟THE GAME現在是在幹嘛？"
"615"," 3/22","[問題] 關於SAMPLE的道德問題"
"616"," 3/22","Re: [問題] 50CENT跟THE GAME現在是在幹嘛？"
"617"," 3/22","[廣告] 原味九十(貳)_No.1002 三人成虎篇"
"618"," 3/23","Re: [問題] 50CENT跟THE GAME現在是在幹嘛？"
"619"," 3/23","Re: 可以推薦我""饒舌""的專輯嗎?"
"620"," 3/23","Re: [問題] 50CENT跟THE GAME現在是在幹嘛？"
"621"," 3/23","Lil Jon的Crunk"
"622"," 3/23","Re: [問題] 50CENT跟THE GAME現在是在幹嘛？"
"623"," 3/23","Re: [問題] 關於SAMPLE的道德問題"
"624"," 3/23","[公告] 社團聚會"
"625"," 3/23","Re: [公告] 社團聚會"
"626"," 3/23","專業饒舌團體急尋男饒舌歌手"
"627"," 3/23","Re: [公告] 社團聚會"
"628"," 3/24","[問題] 請問大囍門"
"629"," 3/24","請各位好心人士幫我找一張專輯"
"630"," 3/25","[dl] ""how we do"" live version"
"631"," 3/25","[心得] expansion team sound system"
"632"," 3/26","下星期一是期中考前的最後社課!!"
"633"," 3/26","[發表] 竹幫新歌""F-Love"""
"634"," 3/26","spring paradise"
"635"," 3/27","[隨便]真巧"
"636"," 3/28","Re: [隨便]真巧"
"637"," 3/28","50cent 新專輯"
"638"," 3/29","[樂評] 國內最好的嘻哈你們認為是誰"
"639"," 3/29","[廣告] 原味九十(貳)_No.1003 濃霧特報篇"
"640"," 3/30","Foreign Exchange-Connected"
"641"," 3/31","Re: [廣告] 原味九十(貳)_No.1003 濃霧特報篇"
"642"," 3/31","俄羅斯人"
"643"," 4/01","Re: spring paradise"
"644"," 4/01","[問題] 請問一下可以幫我介紹一下韓國的嘻哈歌手嗎?"
"645"," 4/01","Re: [問題] 請問一下可以幫我介紹一下韓國的嘻哈먠…"
"646"," 4/01","Re: [問題] 請問一下可以幫我介紹一下韓國的嘻哈먠…"
"647"," 4/02","Re: [問題] 請問一下可以幫我介紹一下韓國的嘻哈먠…"
"648"," 4/02","[問題] 請問各位大大"
"649"," 4/02","[心得] 重推Big Noyd ""Armed and dangerous"""
"650"," 4/02","有人可以推薦一下chicano style的音樂嗎"
"651"," 4/02","Re: [問題] 請問各位大大"
"652"," 4/03","[問題] 有沒有人聽過Kyper"
"653"," 4/03","Re: 舊教材重po：古早髒話教學"
"654"," 4/03","Re: [情報] ice cube的新片"
"655"," 4/03","Re: [問題] 請問各位大大"
"656"," 4/03","[問題] 有人可以分享嗎?"
"657"," 4/03","Re: [問題] 請問各位大大"
"658"," 4/04","Re: [問題] 請問各位大大"
"659"," 4/04","Re: [問題] 請問各位大大"
"660"," 4/04","Re: [問題] 請問各位大大"
"661"," 4/04","Re: [樂評] 國內最好的嘻哈你們認為是誰"
"662"," 4/04","[問題] lil' jon"
"663"," 4/05","[廣告] Suga pop~~~很好聽唷!!"
"664"," 4/05","參劈~~~我聽到哭了"
"665"," 4/05","[問題] MP Hip-Hop Project 2000 ??"
"666"," 4/05","[心得] 有關sample"
"667"," 4/05","Re: [心得] 有關sample"
"668"," 4/05","Re: [心得] 有關sample"
"669"," 4/05","[問題] 請問Toni Braxton取樣的""Me And My Girlfriend"""
"670"," 4/05","Re: [問題] 請問各位大大"
"671"," 4/06","Re: [問題] 請問各位大大"
"672"," 4/06","[請益]  聽起來異常簡潔安靜的HipHop"
"673"," 4/06","""麗紅""之勞。凱力宏 再次取經 新單曲再一發！！"
"674"," 4/06","打擾大家一下~"
"675"," 4/08","各位會不會覺得?"
"676"," 4/08","Re: 各位會不會覺得?"
"677"," 4/09","[閒聊]"
"678"," 4/09","Re: 各位會不會覺得?"
"679"," 4/10","[問題] 想請問一首曲子~"
"680"," 4/10","[情報] 重大消息！！！大計劃要搬家啦！！"
"681"," 4/10","[問題] MPC2000"
"682"," 4/11","[鹹濕]關於hip hop 的肉片?!"
"683"," 4/11","創作"
"684"," 4/12","Re: 創作"
"685"," 4/12","Re: [問題] MPC2000"
"686"," 4/12","[廣告] 原味九十(貳)_No.1004 我們最台篇 "
"687"," 4/12","[問題] 問一首歌~~~~"
"688"," 4/13","[討論]Underground hiphop"
"689"," 4/13","[情報] Deloach"
"690"," 4/13","抱歉 我也要問一首歌"
"691"," 4/13","Re: [討論]Underground hiphop"
"692"," 4/15","一首歌"
"693"," 4/15","[問題] 一間唱片行網站"
"694"," 4/16","Re: [情報] Deloach"
"695"," 4/16","[問題] 我想問一首歌"
"696"," 4/16","Re: [情報] Deloach"
"697"," 4/16","Re: [情報] Deloach"
"698"," 4/16","Re: [問題] 我想問一首歌"
"699"," 4/16","[發表] 大家都愛聽音樂"
"700"," 4/17","[問題] 請問有關於Old School？"
"701"," 4/17","[問題] 我想請問一個問題"
"702"," 4/17","[發表] 紀念the party"
"703"," 4/18","Re: [情報] Deloach"
"704"," 4/18","原味九十..."
"705"," 4/18","[情報] music"
"706"," 4/19","賣西低"
"707"," 4/20","Re: [情報] 重大消息！！！大計劃要搬家啦！！"
"708"," 4/20","Re: [問題] MP Hip-Hop Project 2000 ??"
"709"," 4/20","Re: [問題] 請問一下可以幫我介紹一下韓國的嘻哈먠…"
"710"," 4/20","Re: [問題] 請問一下可以幫我介紹一下韓國的嘻哈먠…"
"711"," 4/20","Free "
"712"," 4/21","[問題] 請問那裡可以找到歌詞?"
"713"," 4/21","[情報] 普通 回來了"
"714"," 4/21","4/25(Mon) 當政大金旋遇上台灣Hip-Hop!"
"715"," 4/22","Re: [問題] 請問一下可以幫我介紹一下韓國的嘻哈먠…"
"716"," 4/22","[樂評] 原來大囍門的OFFICE LADY"
"717"," 4/23","[心得] TUPAC的電影"
"718"," 4/23","Re: [問題] MPC2000"
"719"," 4/24","請問M.C.Hot dog的一首歌..."
"720"," 4/24","Re: 4/25(Mon) 當政大金旋遇上台灣Hip-Hop!"
"721"," 4/25","Re: 請問M.C.Hot dog的一首歌..."
"722"," 4/25","[問題] 編曲"
"723"," 4/25","Re: [問題] 編曲"
"724"," 4/25","Re: [問題] 編曲"
"725"," 4/26","謝謝大家"
"726"," 4/26","Re: 請問M.C.Hot dog的一首歌..."
"727"," 4/26","Re: [情報] 普通 回來了"
"728"," 4/27","[問題] 請問現在hbo的片"
"729"," 4/27","Re: [問題] 請問現在hbo的片"
"730"," 4/28","Re: [問題] 請問現在hbo的片"
"731"," 4/30","[公告] 社課"
"732"," 5/01","一個breakbeat的分枝圖"
"733"," 5/01","一些 G-Funk 的東西"
"734"," 5/01","Re: [問題] 編曲"
"735"," 5/02","Re: [問題] 編曲"
"736"," 5/02","Re: [問題] 編曲"
"737"," 5/02","Re: [問題] 編曲"
"738"," 5/02","Re: [問題] 編曲"
"739"," 5/02","Re: [問題] 編曲"
"740"," 5/02","Re: [問題] 編曲"
"741"," 5/02","Re: [問題] 編曲"
"742"," 5/02","Re: [問題] 編曲"
"743"," 5/02","Re: [問題] 編曲"
"744"," 5/03","Re: [問題] 編曲"
"745"," 5/03","Re: [問題] 編曲"
"746"," 5/06","[公告] dj器材出售 dual cd player  "
"747"," 5/08","社課"
"748"," 5/08","[問題]請問一下 謝謝"
"749"," 5/10","這裡找的到浩立老大嗎"
"750"," 5/10","[情報] pete rock "
"751"," 5/11","[廣告] 打一下廣告.....喜歡hip-hop的朋友們，來看一下吧..."
"752"," 5/11","當jay-z的實習生?"
"753"," 5/15","社課"
"754"," 5/15","[問題] 對不起 想找一首歌~"
"755"," 5/15","[問題] hiphop的團體"
"756"," 5/15","Re: [問題] hiphop的團體"
"757"," 5/16","Re: [問題] hiphop的團體"
"758"," 5/16","Re: [問題] hiphop的團體"
"759"," 5/16","[廣告] 喜愛HIPHOP的朋友 介紹超低價HIPHOP服飾"
"760"," 5/17","Re: [問題] hiphop的團體"
"761"," 5/17","[問題] 消暑良方"
"762"," 5/20","[問題]請問有人知道Erick sermon的一首歌嗎？"
"763"," 5/20","Re: [問題] hiphop的團體"
"764"," 5/20","社課[西哈的靈魂 由放客談起]"
"765"," 5/23","很有趣的一個訪問"
"766"," 5/23","[問題] 請問怎麼區分hop -Hop的音樂類型呢"
"767"," 5/23","Re: [問題] 請問怎麼區分hop -Hop的音樂類型呢"
"768"," 5/24","[問題] 請問一首歌...."
"769"," 5/25","[問題] 請問JAY-Z的專輯"
"770"," 5/25","Re: [問題] 請問怎麼區分hop -Hop的音樂類型呢"
"771"," 5/25","[問題] 一首"
"772"," 5/26","5/30 Latin HipHop 應該是這學期最後一次正式社課了"
"773"," 5/26","Re: [問題] 請問怎麼區分hop -Hop的音樂類型呢"
"774"," 5/27","[問題] 阿姆的歌。。。"
"775"," 5/29","Re: [問題] 請問現在hbo的片"
"776"," 5/29","Re: [問題] 編曲"
"777"," 5/29","Re: 5/30 Latin HipHop 應該是這學期最後一次正式 …"
"778"," 5/29","Re: [問題] hiphop的團體"
"779"," 5/29","[問題] 請問一首歌"
"780"," 5/30","[問題]  可以推薦介紹hiphop的雜誌嗎??"
"781"," 5/30","Re: [問題]  可以推薦介紹hiphop的雜誌嗎??"
"782"," 5/30","Re: [問題]  可以推薦介紹hiphop的雜誌嗎??"
"783"," 5/31","Why Not -- 無法度按捺"
"784"," 5/31","[問題] 聽過最好聽的一首歌"
"785"," 5/31","Re: Why Not -- 無法度按捺"
"786"," 6/01","有人聽過L-Roneous Da'Versifier嗎?"
"787"," 6/02","[葩蒂] 622 @ The Wall 春去秋來這牆這夜演唱會"
"788"," 6/02","請問TTM的fuck tk"
"789"," 6/03","Apache and Hip Hop"
"790"," 6/03","Re: [問題]  可以推薦介紹hiphop的雜誌嗎??"
"791"," 6/04","[情報] Snoop Dogg演唱時觀眾被扁事件"
"792"," 6/04","[問題] 請街舞愛好者給點建議"
"793"," 6/04","[情報] The Fugees Eye Reunion"
"794"," 6/05","[問題] 請問一首最近常在電台與pub聽到的歌"
"795"," 6/06","[問題] 我想問兩首歌..."
"796"," 6/07","[問題]請問hip hop跟嘻哈有什麼不一樣?"
"797"," 6/07","Re: [問題]請問hip hop跟嘻哈有什麼不一樣?"
"798"," 6/08","[問題] 一首歌"
"799"," 6/09","Re: [問題]  可以推薦介紹hiphop的雜誌嗎??"
"800"," 6/09","[問題] Statik Selektah是何許人也?"
"801"," 6/10","[問題] 請問台大嘻研社"
"802"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"803"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"804"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"805"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"806"," 6/10","[問題] volcom的店"
"807"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"808"," 6/10","Re: [問題] 請問台大嘻研社"
"809"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"810"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"811"," 6/10","Re: [問題] 請街舞愛好者給點建議"
"812"," 6/10","請問一下"
"813"," 6/10","Re: [問題] 請問台大嘻研社"
"814"," 6/11","Re: [問題] 請街舞愛好者給點建議"
"815"," 6/11","Re: [問題] 請街舞愛好者給點建議"
"816"," 6/11","Re: [問題] 請街舞愛好者給點建議"
"817"," 6/11","Re: [問題] 請街舞愛好者給點建議"
"818"," 6/11","Re: [問題] 請街舞愛好者給點建議"
"819"," 6/12","3D Graffiti"
"820"," 6/13","[問題] 人人有功練_原味九叔"
"821"," 6/13","Re: [問題] Statik Selektah是何許人也?"
"822"," 6/13","黑眼豆豆 猴生意"
"823"," 6/13","[新聞]:C.L. Smooth與Shaman Work唱片"
"824"," 6/13","問歌..."
"825"," 6/14","[問題] 問一首歌"
"826"," 6/14","[問題] Tony Yayo FT 50 -So Seductive"
"827"," 6/14","[問題] 請問一下b-box"
"828"," 6/14","Re: 黑眼豆豆 猴生意"
"829"," 6/14","Re: [問題] 請問一下b-box"
"830"," 6/15","[問題] 請問一首歌"
"831"," 6/15","麻煩一下各位大大"
"832"," 6/15","[ 售 ] Rip Slyme:交響樂團與詩人重新詮釋Rip …"
"833"," 6/16","有sample 45轉音效的歌"
"834"," 6/16","Re: 黑眼豆豆 猴生意"
"835"," 6/16","Re: [問題] 請街舞愛好者給點建議"
"836"," 6/16","Re: 請問一下"
"837"," 6/16","[情報] 2005年夏天最盛大的沙灘派對即將在翡翠灣引爆登場"
"838"," 6/16","[問題]我有問題!!"
"839"," 6/16","[情報] 是Boyz N Da Hood 不是 Boyz in Da Hood "
"840"," 6/16","Re: [情報] 是Boyz N Da Hood 不是 Boyz in Da Hood "
"841"," 6/17","[問題]很需要大家的幫忙"
"842"," 6/18","[問題] 國內你們比較推薦的饒舌"
"843"," 6/19","[問題] 希望大家提供意見~~"
"844"," 6/19","Re: [問題] 國內你們比較推薦的饒舌"
"845"," 6/19","Common - Be"
"846"," 6/19","Re: 請問TTM的fuck tk"
"847"," 6/20","[情報]今年暑假就來中興吉他營看旺福樂團啦~"
"848"," 6/20","[情報] Kanye West--Late Registration "
"849"," 6/20","[問題] 請問阿姆的一首歌"
"850"," 6/21","[問題] 有關Em的嘻哈文化的影響"
"851"," 6/21","Re: [問題] 有關Em的嘻哈文化的影響"
"852"," 6/21","Re: [問題] 有關Em的嘻哈文化的影響"
"853"," 6/21","Re: [問題] 有關Em的嘻哈文化的影響"
"854"," 6/21","Re: [問題] 有關Em的嘻哈文化的影響"
"855"," 6/21","[問題] 哪裡下載到很多G-unit的音樂錄影帶?"
"856"," 6/21","Re: [問題]我有問題!!"
"857"," 6/21","The High Skool Classiks Collection(pt.1) "
"858"," 6/21","The High Skool Classiks Collection(pt.2)"
"859"," 6/21","The High Skool Classiks Collection(pt.3)"
"860"," 6/21","Re: [問題] 有關Em的嘻哈文化的影響"
"861"," 6/22","Re: [問題] 有關Em的嘻哈文化的影響"
"862"," 6/22","Re: [問題] 有關Em的嘻哈文化的影響"
"863"," 6/22","Re: [問題] 有關Em的嘻哈文化的影響"
"864"," 6/22","Re: [問題] 有關Em的嘻哈文化的影響"
"865"," 6/22","[情報] 燒滾滾喔~翡翠灣沙灘PARTY確定於7/2展開試賣活動7/9正式開幕"
"866"," 6/22","請問一首饒舌歌"
"867"," 6/23","Re: 請問一首饒舌歌"
"868"," 6/23","Re: 請問一首饒舌歌"
"869"," 6/23","感謝6/22活動圓滿成功！"
"870"," 6/24","音樂地圖"
"871"," 6/25","[新聞] 中興吉他營來摟 ~~~詳情內洽  有旺福喔!!"
"872"," 6/25","Re: [問題] 有關Em的嘻哈文化的影響"
"873"," 6/25","請教第七場中場跳繩比賽表演的背景音樂?"
"874"," 6/26","Re: [問題] 有關Em的嘻哈文化的影響"
"875"," 6/26","Re: [問題] 有關Em的嘻哈文化的影響"
"876"," 6/26","The Soulquarians"
"877"," 6/26","請教一下一個歌手"
"878"," 6/26","陳冠希的TP Won"
"879"," 6/27","Re: The Soulquarians"
"880"," 6/27","[問題] 請問有專門撥嘻哈音樂的網路電台嗎???"
"881"," 6/27","Missy Elliott new album! "
"882"," 6/27","[問題] hip hop式的頭巾綁法有人知道嗎?"
"883"," 6/28","Re: [問題] hip hop式的頭巾綁法有人知道嗎?"
"884"," 6/28","請大家幫幫忙"
"885"," 6/28","[問題] 想問一首Hip-Hop歌~出現在""鐵男躲避球""片尾的"
"886"," 6/28","關於ｒａｄｉｏ"
"887"," 6/29","法國饒舌"
"888"," 6/29","Re: 法國饒舌"
"889"," 6/29","[問題] 50cent的in da club"
"890"," 6/30","[問題] 請問一首古老的歌曲"
"891"," 7/01","[情報] Mad Party at the Wall 07/02(Sat) 持入口處DM免費進場"
"892"," 7/01","Re: [情報] Mad Party at the Wall 07/02(Sat) 持 …"
"893"," 7/03","[問題] 有關於頭髮的"
"894"," 7/04","[轉錄][情報] 7/15(五)ICE-T & Afrika Islam( …"
"895"," 7/04","[情報] 星聯國際，廣徵各類音樂創作！"
"896"," 7/04","[心得] 全民情聖 HITCH"
"897"," 7/04","de la soul的 it's all good"
"898"," 7/06","[情報]開幹了~~河岸留言 MC HotDog特級熱狗秀"
"899"," 7/06","[問題] 有關這個團的資訊"
"900"," 7/07","[分享] Kottonmouth Kings"
"901"," 7/07","[問題] 想找一個台灣饒舌團體的網站"
"902"," 7/07","[情報] Lil Kim 被判刑"
"903"," 7/07","Wu Tang forever son"
"904"," 7/07","Re: Wu Tang forever son"
"905"," 7/09","[問題] What's the meaning of ""Beef""!?!?"
"906"," 7/10","[問題] WARREN G的一首歌"
"907"," 7/10","電影"
"908"," 7/10","[問題] 潘偉柏"
"909"," 7/11","Re: 電影"
"910"," 7/11","Re: [問題] 50cent的in da club"
"911"," 7/13","Dj Rasta Root and Dwele presents... "
